priority_tier,gap_to_l1,kc_code,kc_name,chapter_info,have_total,have_anchor,have_easy,have_medium,have_hard,need_anchor,need_easy,need_medium,need_hard,need_total,prerequisites,successors,existing_questions
T2_MID,4,G6-MATH-CONG-HAI-PHAN-1,Cộng hai phân số khác mẫu bằng cách quy đồng mẫu,B25K2,6,3,1,3,2,0,2,0,2,4,G6-MATH-QUY-DONG-MAU (Quy đồng mẫu các phân số có tử/mẫu nguyên bằng cách đưa về các phân số bằng nhau cùng mẫu dương) | G6-MATH-CONG-HAI-PHAN (Cộng hai phân số cùng mẫu ),(none),"[medium] Cho hai phân số a/b và c/d (với b, d là các số nguyên dương và b ≠ d). Nếu ta chọn mẫu số  | [medium] Để thực hiện phép cộng hai phân số không cùng mẫu số, quy trình chuẩn xác nhất học sinh cầ | [hard] Một học sinh giải bài toán tính tổng S = x/m + y/n (với m, n là các số nguyên dương khác n | [hard] Một bạn làm như sau:

1/2 + 1/3 = 2/6 + 1/6 = 3/6

Bạn đó sai đầu tiên ở đâu? | [easy] Để cộng 1/4 và 1/6, có thể quy đồng hai phân số thành: | [medium] Sau khi quy đồng 1/2 và 1/3 về cùng mẫu số 6, phép cộng đúng là:"
T2_MID,4,G6-MATH-CONG-HAI-SO,Cộng hai số nguyên âm,B14K1,6,2,2,2,2,0,1,0,3,4,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-CONG-HAI-PHAN (Cộng hai phân số cùng mẫu ),"[medium] Cho hai số nguyên âm là -a và -b (với a, b là các số nguyên dương). Quy trình đúng để tìm  | [medium] Trong các phát biểu sau, phát biểu nào mô tả chính xác nhất về kết quả của phép cộng hai s | [easy] Để thực hiện phép tính (-12) + (-15), bước đầu tiên học sinh thực hiện cộng hai ""phần số t | [easy] Điền vào chỗ trống để hoàn thành quy tắc: ""Muốn cộng hai số nguyên âm, ta cộng hai phần số | [hard] Một học sinh giải bài toán tính tổng hai số nguyên âm như sau:
Bước 1: Xác định phần số tự | [hard] Cho x và y là hai số nguyên âm tùy ý. So sánh tổng S = x + y với mỗi số hạng x và y. Khẳng"
T2_MID,4,G6-MATH-CONG-TRU-SO,Cộng trừ số thập phân có dấu ,B29K2,6,2,2,2,2,0,1,0,3,4,G9-MATH-CONG-HAI-SO (Cộng hai số nguyên khác dấu ) | G6-MATH-NHAN-BIET-VA (Nhận biết và đọc/viết số thập phân âm),(none),"[easy] Khi thực hiện phép cộng hai số thập phân khác dấu: (−7,5) + 4,2. Bước đầu tiên học sinh cầ | [medium] Cho a và b là hai số thập phân dương. Theo quy tắc cộng hai số thập phân âm, khẳng định nà | [medium] Để thực hiện phép trừ một số thập phân cho một số thập phân khác, ví dụ x − y, quy tắc nào | [easy] Trong các cặp số thập phân sau đây, cặp số nào được gọi là hai số đối nhau? | [hard] Một học sinh giải bài toán tính giá trị biểu thức A = −(3,25 − 5,7) như sau:
Bước 1: A = − | [hard] Cho x và y là hai số thập phân thỏa mãn x < 0 và y > 0. Biết rằng |x| < |y|. Biểu thức nào"
T2_MID,4,G6-MATH-DAU-HIEU-CHIA,Dấu hiệu chia hết cho 2 ,B9K1,6,1,0,0,0,1,3,2,3,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",(none),"[None] Số nào sau đây chia hết cho 2? | [None] Số 33 có chia hết cho 2 không? | [None] Số 4□8 (trong đó □ là một chữ số bất kỳ từ 0 đến 9). Số này có chia hết cho 2 không, dù □  | [None] Trong danh sách sau, hãy gạch chân các số KHÔNG chia hết cho 2: 120 135 240 333 400 501 | [None] Trong các số 10, 20, 35, 50, 70, có bao nhiêu số chia hết cho 2? | [None] Bạn Minh nói: ""Số 330 không chia hết cho 2 vì 3 + 3 + 0 = 6, mà 6 = 2 × 3, nên 330 chia hế"
T2_MID,4,G6-MATH-DAU-HIEU-CHIA-1,Dấu hiệu chia hết cho 9 ,B9K1,6,1,0,0,0,1,3,2,3,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",(none),"[None] Số nào sau đây chia hết cho 9? | [None] Số 12 chia hết cho 3. Vậy 12 có chia hết cho 9 không? | [None] Tìm tất cả chữ số x (0 ≤ x ≤ 9) để số 5x4 chia hết cho 9. | [None] Trong các số 18, 24, 27, 36, 45, những số nào chia hết cho 9? | [None] Số 45 có chia hết cho 3 không, cho 9 không? | [None] Số 36 có chia hết cho 9 không?"
T2_MID,4,G6-MATH-GOC-BET,Góc bẹt,B36K2,6,2,2,2,2,0,1,0,3,4,"G9-MATH-NHAN-BIET-GOC (Nhận biết góc - đỉnh, cạnh, ký hiệu) | G6-MATH-TIA-DOI-NHAU (Tia đối nhau) | G6-MATH-B37K2 (Nhận biết góc đặc biệt )",(none),"[medium] Khẳng định nào sau đây mô tả đúng nhất về cấu tạo của góc bẹt xOy? | [medium] Cho ba điểm A, O, B thẳng hàng theo thứ tự đó. Kí hiệu nào sau đây biểu diễn góc bẹt đỉnh  | [easy] Trong các hình ảnh thực tế sau, hình ảnh nào gợi ý chính xác nhất về một góc bẹt? | [easy] Cho góc bẹt mOn. Điểm O được gọi là gì của góc? | [hard] Bạn Bình phát biểu: ""Nếu hai tia Ox và Oy cùng nằm trên một đường thẳng thì góc xOy chắc c | [hard] Cho đường thẳng xy và một điểm O nằm trên đường thẳng đó. Lấy điểm A thuộc tia Ox và điểm "
T2_MID,4,G6-MATH-KI-HIEU-NHO,Nhận biết và sử dụng đúng ký hiệu ≤ và ≥ trong so sánh,B3K1,6,1,0,0,0,1,3,2,3,4,G9-MATH-SO-SANH-HAI (So sánh hai số tự nhiên và biểu diễn trên trục số ),G6-MATH-NHAN-BIET-DIEU (Nhận biết điều kiện phép trừ thực hiện được trong N),"[None] Bạn Minh nói: ""5 ≤ 5 là sai vì 5 = 5, không phải 5 < 5."" Đúng hay sai? | [None] Điền ký hiệu vào chỗ trống: 12 ___ 12 (chọn ≤ hoặc ≥) | [None] Điền ≤ hoặc ≥ thích hợp vào mỗi chỗ trống: (a) 15 ___ 20 (b) 30 ___ 30 (c) 100 ___ 99 (d)  | [None] Có bao nhiêu số tự nhiên x thỏa mãn 5 ≤ x ≤ 8? | [None] Khẳng định nào sau đây đúng khi so sánh 8 và 3? | [None] Số tự nhiên x thỏa mãn đồng thời x ≥ 3 và x ≤ 10. Tập hợp tất cả các giá trị x là:"
T2_MID,4,G6-MATH-LAP-BIEU-DO,Lập biểu đồ tranh từ bảng thống kê,B39K2,6,2,2,2,2,0,1,0,3,4,G6-MATH-DOC-VA-PHAN (Đọc và phân tích dữ liệu từ bảng thống kê ),(none),"[easy] Trong chú giải của một biểu đồ tranh, nếu một biểu tượng hình tròn ⬤ đại diện cho 10 chiếc | [medium] Trong một biểu đồ tranh, nếu mỗi biểu tượng ☺ đại diện cho 5 học sinh yêu thích môn Toán,  | [medium] Khi lập biểu đồ tranh từ một bảng thống kê có các số liệu là 10, 20, 35, 50, yếu tố nào sa | [hard] Học sinh An muốn lập biểu đồ tranh cho bảng thống kê số lượng sách mượn tại thư viện của 4 | [hard] Giả sử bạn đang có một biểu đồ tranh hoàn thiện. Nếu bạn thay đổi quy định chú giải từ ""Mỗ | [easy] Một biểu đồ tranh biểu diễn số lượng hoa bán được trong ngày. Nếu cột ""Hoa Hồng"" có 3 biểu"
T2_MID,4,G6-MATH-LIET-KE-KET,Liệt kê kết quả có thể của thí nghiệm ghép ,B42K2,6,2,2,2,2,0,1,0,3,4,"G6-MATH-LIET-KE-TAT (Liệt kê tất cả kết quả có thể của trò chơi, thí nghiệm đơn giản)",(none),"[medium] Trong trò chơi ""Gieo đồng xu và Quay vòng quay số"", đồng xu có hai mặt {S, N} và vòng quay | [medium] Bạn thực hiện một thí nghiệm ghép gồm hai bước: Bước 1 chọn một chữ cái từ tập hợp {M, N}, | [easy] Thí nghiệm ghép được hiểu là một hoạt động: | [hard] Giả sử hành động thứ nhất có m kết quả có thể {a₁, a₂, ..., aₘ} và hành động thứ hai có n  | [easy] Một túi đựng 2 quả bóng {Xanh, Đỏ}. Bạn lấy ra một quả bóng, ghi lại màu, rồi lấy tiếp một | [hard] Học sinh An liệt kê các kết quả có thể của thí nghiệm: ""Quay một vòng quay có 2 màu {Tím, "
T2_MID,4,G6-MATH-LIET-KE-TAT,"Liệt kê tất cả kết quả có thể của trò chơi, thí nghiệm đơn giản",B42K2,6,2,2,2,2,0,1,0,3,4,(none),G6-MATH-LIET-KE-KET (Liệt kê kết quả có thể của thí nghiệm ghép ) | G7-MATH-TINH-XAC-SUAT (Tính xác suất trong không gian mẫu đồng khả năng),"[medium] Gieo một con xúc xắc sáu mặt cân đối một lần và quan sát số chấm xuất hiện trên mặt trên c | [easy] Một túi kín chứa 3 quả bóng màu Đỏ và 2 quả bóng màu Xanh (có cùng kích thước). Bạn lấy ng | [hard] Một hộp chứa các thẻ được ghi các chữ cái khác nhau là x, y, z. Bạn Bình lấy ra một thẻ, g | [medium] Trong trò chơi Oẳn tù tì, hai người chơi cùng đưa ra một trong ba lựa chọn. Nếu chỉ xét cá | [easy] Khi thực hiện một trò chơi hoặc thí nghiệm, ""kết quả có thể"" được hiểu chính xác là: | [hard] Xét thí nghiệm gieo một đồng xu có hai mặt Sấp (S) và Ngửa (N). Học sinh An phát biểu: ""Mỗ"
T2_MID,4,G6-MATH-MO-TA-CAC,Mô tả các tính chất của tam giác đều,B18K1,6,2,2,2,2,0,1,0,3,4,(none),G6-MATH-NHAN-BIET-TAM (Nhận biết tam giác đều ),"[hard] Bạn Lan thực hiện vẽ tam giác đều MNP bằng các bước: (1) Vẽ đoạn thẳng MN; (2) Vẽ góc NMx  | [easy] Để vẽ tam giác đều ABC cạnh 3 cm bằng thước thẳng và ê ke 60°, sau khi vẽ đoạn thẳng AB =  | [hard] Xét hai khẳng định sau:
(I) Mọi tam giác đều có độ dài ba cạnh bằng nhau.
(II) Mọi hình có | [medium] Trong các phát biểu sau đây về hình tam giác đều, phát biểu nào là SAI? | [easy] Hình tam giác đều có bao nhiêu góc bằng nhau và số đo mỗi góc đó là bao nhiêu độ? | [medium] Cho tam giác ABC là một tam giác đều. Khẳng định nào sau đây mô tả đầy đủ và chính xác nhấ"
T2_MID,4,G6-MATH-NHAN-BIET-BOI,Nhận biết bội chung và BCNN,B12K1,6,2,1,3,2,0,2,0,2,4,G6-MATH-XAC-DINH-UOC (Xác định ước và bội trong phép chia hết ),G6-MATH-TIM-BCNN (Tìm BCNN),"[easy] Để tìm BCNN của hai số a và b (lớn hơn 1) đã được phân tích ra thừa số nguyên tố, ta thực  | [medium] Trong các khẳng định sau về Bội chung nhỏ nhất (BCNN), khẳng định nào là SAI? | [medium] Cho ba số tự nhiên a, b, c khác 0. Theo định nghĩa, số tự nhiên x được gọi là bội chung củ | [medium] Ký hiệu BCNN(a, b) là bội chung nhỏ nhất của hai số tự nhiên a và b khác 0. Phát biểu nào  | [hard] Cho hai số tự nhiên m và n có dạng phân tích thừa số nguyên tố là: m = 2³ · 3² · 5¹ và n = | [hard] Một học sinh khi tìm BCNN của hai số a và b đã thực hiện các bước sau:
Bước 1: Phân tích a"
T2_MID,4,G6-MATH-NHAN-BIET-DIEU,Nhận biết điều kiện phép trừ thực hiện được trong N,B4K1,6,1,1,5,0,1,2,0,3,4,G6-MATH-KI-HIEU-NHO (Nhận biết và sử dụng đúng ký hiệu ≤ và ≥ trong so sánh),(none),"[easy] Không cần đặt tính, em hãy cho biết phép tính nào sau đây KHÔNG thực hiện được trong tập h | [medium] Sách giáo khoa có viết: ""Nếu có số tự nhiên c sao cho a = b + c thì ta có phép trừ a - b = | [medium] Để phép trừ hai số tự nhiên a - b thực hiện được trong tập hợp số tự nhiên ℕ, điều kiện bắ | [medium] Cho phép tính: x - 2026. Để phép tính này thực hiện được trong tập hợp số tự nhiên ℕ, giá  | [medium] Quan sát tia số tự nhiên (bắt đầu từ mốc 0). Vì sao phép trừ 4 - 7 lại KHÔNG thực hiện đượ | [medium] Bạn Bình phát biểu: ""Trong tập hợp số tự nhiên, ta chỉ có thể lấy số lớn trừ đi số bé.""
Ph"
T2_MID,4,G6-MATH-NHAN-BIET-DU,"Nhận biết dữ liệu, phân biệt số liệu và dữ liệu không phải số liệu",B38K2,6,2,2,2,2,0,1,0,3,4,(none),G6-MATH-LAP-BANG-THONG (Lập bảng thống kê từ dữ liệu thô) | G7-MATH-PHAN-LOAI-DU (Phân loại dữ liệu số vs không phải số:) | G7-MATH-NHAN-BIET-DU (Nhận biết dữ liệu có tính đại diện hay không ) | G6-MATH-CHON-PHUONG-PHAP (Chọn phương pháp thu thập dữ liệu ),"[hard] Một học sinh lập bảng danh sách các bạn tổ 1 và ghi lại các thông tin: {Hùng; 12 tuổi; Cao | [easy] Để thu thập dữ liệu về ""Màu sắc yêu thích của các bạn trong lớp"", phương pháp nào sau đây  | [hard] Cho hai tập dữ liệu:
Tập X: {Số điện thoại của các giáo viên trong trường}
Tập Y: {Số học  | [medium] Trong các tập hợp thông tin sau, tập hợp nào chỉ bao gồm ""số liệu""? | [medium] Khi khảo sát về các loại phương tiện đến trường của học sinh lớp 6A, kết quả thu được là:  | [easy] Theo nội dung Sách giáo khoa, tất cả những thông tin thu thập được (như số đo chiều cao, m"
T2_MID,4,G6-MATH-NHAN-BIET-HON,Nhận biết hỗn số dương,B24K2,6,2,2,2,2,0,1,0,3,4,"G9-MATH-NHAN-BIET-PHAN (Nhận biết phân số có tử và mẫu là số nguyên, mẫu khác 0)",(none),"[medium] Số nào sau đây là một hỗn số dương? | [easy] 3/2 có thể viết dưới dạng hỗn số là: | [medium] Khẳng định nào đúng về hỗn số dương 2 3/5? | [hard] Một bạn nói: “2 5/4 là một hỗn số dương vì có một số nguyên và một phân số.”
Nhận xét nào  | [hard] Trong bốn cách viết sau, cách viết nào chắc chắn biểu diễn một hỗn số dương? | [easy] Trong các cách viết sau, cách viết nào có phần phân số nhỏ hơn 1?"
T2_MID,4,G6-MATH-NHAN-BIET-KY,"Nhận biết ký hiệu chia hết, không chia hết",B8K1,6,2,2,2,2,0,1,0,3,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",(none),"[medium] Ký hiệu toán học nào dưới đây biểu diễn đúng mệnh đề ""Số 24 chia hết cho số 6""? | [medium] Thay dấu ""?"" bằng ký hiệu thích hợp: 45 [ ? ] 10 | [easy] Bạn An viết đẳng thức: ""15 ⋮ 3 = 5"". Theo em, cách viết của bạn An là ĐÚNG hay SAI về mặt  | [hard] Biết x và y là các số tự nhiên (y ≠ 0) thỏa mãn đẳng thức: x = 12 · y.
Khẳng định nào sau  | [easy] Theo định nghĩa trong sách giáo khoa, nếu có số tự nhiên k sao cho a = k · b (với b ≠ 0) t | [hard] Trong các cách viết sau, cách viết nào bị SAI vì vi phạm điều kiện tồn tại của quan hệ chi"
T2_MID,4,G6-MATH-NHAN-BIET-MO,Nhận biết - Mở rộng ước và bội sang số nguyên âm,B17K1,6,2,2,3,1,0,1,0,3,4,G9-MATH-NHAN-BIET-MO (Nhận biết mở rộng mối quan hệ chia hết sang số nguyên âm),G6-MATH-TIM-UOC-VA (Tìm ước và bội số ),"[easy] Trong các số sau đây, số nào là ước của -5? | [easy] Nếu số nguyên x là bội của -3, thì x CŨNG BẮT BUỘC là bội của số nào sau đây? | [medium] Cho hai số nguyên a và b khác 0. Nếu tồn tại số nguyên q sao cho a = b · q thì khẳng định  | [medium] Gọi P là tập hợp các ước của số nguyên 10 và Q là tập hợp các ước của số nguyên -10. Khẳng | [medium] Khẳng định nào sau đây mô tả đúng tính chất về dấu của các ước của một số nguyên n khác 0? | [hard] Cho a, b, c là các số nguyên khác 0. Một học sinh phát biểu: ""Nếu a là ước của b, và b là "
T2_MID,4,G6-MATH-NHAN-BIET-PHAN,Nhận biết phần tử thuộc hoặc không thuộc tập hợp,B1K1,6,1,0,0,0,1,3,2,3,4,G6-MATH-NHAN-BIET-TAP (Nhận biết tập hợp và liệt kê tập hợp),G6-MATH-BIEU-DIEN-TAP (Biểu diễn tập hợp - Chỉ ra tính chất đặc trưng) | G6-MATH-CLAUDE-SUGGEST-TAP (Nhận biết tập hợp rỗng và sử dụng ký hiệu ∅),"[None] Cho B = {a; b; c; d; e}. Điền ký hiệu ∈ hoặc ∉ vào chỗ trống: a ___ B f ___ B c ___ B g __ | [None] Cho C = {2; 4; 6; 8}. Trong các cách viết dưới đây, cách viết nào SAI? | [None] Cho E là tập hợp các số tự nhiên x thỏa mãn 12 ÷ x là số tự nhiên (tức x là ước của 12). T | [None] Cho F = {x ∈ ℕ | x là số chẵn và x < 10}. Trong các khẳng định sau, có BAO NHIÊU khẳng địn | [None] Cho tập hợp A = {1; 3; 5; 7}. Khẳng định nào sau đây đúng? | [None] Cho tập hợp D gồm các số tự nhiên lẻ nhỏ hơn 10. Khẳng định nào sau đây đúng?"
T2_MID,4,G6-MATH-NHAN-BIET-SO,Nhận biết số nguyên tố và hợp số,B10K1,6,2,2,2,2,0,1,0,3,4,G6-MATH-XAC-DINH-UOC (Xác định ước và bội trong phép chia hết ),G6-MATH-PHAN-TICH-RA (Phân tích ra thừa số nguyên tố),"[medium] Một số tự nhiên n lớn hơn 1 được gọi là số nguyên tố khi và chỉ khi tập hợp các ước của nó | [medium] Trong các phát biểu sau đây về số 0, số 1 và các số tự nhiên lớn hơn 1, phát biểu nào là đ | [easy] Vì sao số 9 là một số tự nhiên lớn hơn 1 nhưng KHÔNG phải là số nguyên tố? | [easy] Một học sinh nhận định: ""Mọi hợp số đều phải là số chẵn"". Em hãy chỉ ra một ví dụ chứng mi | [hard] Cho p và q là hai số nguyên tố khác nhau. Gọi n = p · q. Khẳng định nào sau đây là đúng nh | [hard] Một học sinh thực hiện phân tích số 60 ra thừa số nguyên tố và viết kết quả như sau: 60 = "
T2_MID,4,G6-MATH-NHAN-BIET-SU,Nhận biết sự kiện xảy ra hay không dựa trên kết quả thực tế,B42K2,6,2,2,2,2,0,1,0,3,4,(none),G6-MATH-TINH-XAC-SUAT (Tính xác suất thực nghiệm k/n ) | G7-MATH-TINH-XAC-SUAT (Tính xác suất trong không gian mẫu đồng khả năng),"[hard] Học sinh Minh thực hiện gieo một đồng xu hai lần liên tiếp. Minh nói: ""Vì mặt Sấp là một k | [medium] Trong trò chơi Oẳn tù tì giữa hai người chơi Lan và Huệ. Kết quả thực tế là Lan ra Kéo, cò | [hard] Cho tập hợp S chứa các số tự nhiên {2, 4, 6, 8, 10}. Thực hiện chọn ngẫu nhiên một số x th | [medium] Gieo một con xúc xắc sáu mặt (từ 1 đến 6 chấm). Sau khi gieo, mặt có 5 chấm xuất hiện. Tro | [easy] Một túi kín đựng 3 quả bóng màu Đỏ và 1 quả bóng màu Xanh. Bạn lấy ra ngẫu nhiên 1 quả bón | [easy] Khi thực hiện một trò chơi hoặc thí nghiệm, một ""Sự kiện"" được phát biểu trước khi có kết "
T2_MID,4,G6-MATH-NHAN-XET-XAC,Nhận xét xác suất thực nghiệm ,B43K2,6,3,2,3,1,0,1,0,3,4,G6-MATH-TINH-XAC-SUAT (Tính xác suất thực nghiệm k/n ),(none),"[medium] Giả sử sau n lần thực hiện một trò chơi, sự kiện A xảy ra k lần. Công thức xác định xác su | [medium] Trong một thí nghiệm lặp lại n lần, nếu sự kiện A xảy ra k lần thì xác suất thực nghiệm củ | [hard] Bạn An và bạn Bình cùng tung một đồng xu cân đối 50 lần. An tính được xác suất thực nghiệm | [easy] Nếu một sự kiện KHÔNG BAO GIỜ xảy ra trong suốt quá trình thực hiện thí nghiệm, thì xác su | [medium] Khẳng định nào sau đây là ĐÚNG khi nói về giá trị của xác suất thực nghiệm? | [easy] Trong công thức tính xác suất thực nghiệm: ""Số lần sự kiện xảy ra / Tổng số lần thực hiện "
T2_MID,4,G6-MATH-PHAN-BIET-PHEP,"Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.",B5K1,6,1,2,2,2,1,1,0,2,4,(none),"G6-MATH-TINH-CHAT-CHIA (Tính chất chia hết của một tổng TC1, TC2) | G6-MATH-XAC-DINH-UOC (Xác định ước và bội trong phép chia hết ) | G6-MATH-NHAN-BIET-KY (Nhận biết ký hiệu chia hết, không chia hết) | G9-MATH-THUC-HIEN-PHEP (Thực hiện phép chia hết hai số nguyên - xác định đúng dấu của thương) | G6-MATH-DAU-HIEU-CHIA (Dấu hiệu chia hết cho 2 ) | G9-MATH-DAU-HIEU-CHIA (Dấu hiệu chia hết cho 5) | G9-MATH-DAU-HIEU-CHIA-1 (Dấu hiệu chia hết cho 3) | G6-MATH-DAU-HIEU-CHIA-1 (Dấu hiệu chia hết cho 9 )","[medium] Trong phép chia số tự nhiên a cho số tự nhiên b (với b ≠ 0), ta luôn tìm được đúng hai số  | [easy] Bạn An viết đẳng thức sau: 85 = 9 × 8 + 13 và kết luận rằng: ""Khi chia 85 cho 9 thì được t | [hard] Để chở hết 487 cổ động viên của một đội bóng đi cổ vũ, người ta cần thuê các xe ô tô loại  | [easy] Trong các phép tính dưới đây, phép tính nào là PHÉP CHIA HẾT? | [hard] Một số tự nhiên x khi chia cho 9 thì có số dư là 8. Nếu lấy số x đó cộng thêm 1 rồi đem ch | [medium] Biết một số tự nhiên a được viết dưới dạng: a = 15 × 7 + 4.
Không cần tính cụ thể giá trị "
T2_MID,4,G6-MATH-TIM-GIA-TRI,Tìm giá trị phân số của một số,B27K2,6,4,2,4,0,0,1,0,3,4,G6-MATH-NHAN-HAI-PHAN (Nhân hai phân số ),(none),"[medium] Cho số thực a và phân số m/n (với m, n ∈ ℕ*). Biểu thức nào sau đây thể hiện đúng cách tìm | [medium] Một túi kẹo có tổng cộng x viên kẹo. Bạn Lan lấy ra 3/7 số kẹo trong túi đó. Biểu thức tín | [medium] Một mảnh vườn hình chữ nhật có diện tích là S. Người ta dùng a/b diện tích mảnh vườn để tr | [easy] Trong biểu thức tính giá trị phân số: T = 120 · (2/3), số 120 đóng vai trò gì trong quy tắ | [medium] Muốn tìm giá trị phân số m/n của một số a cho trước (với m, n ∈ ℕ, n ≠ 0), biểu thức nào s | [easy] Phát biểu nào sau đây là ĐÚNG về quy tắc tìm giá trị phân số của một số cho trước?"
T2_MID,4,G6-MATH-TIM-UOC-CUA,Tìm ước của một số ,B8K1,6,2,2,2,2,0,1,0,3,4,G6-MATH-XAC-DINH-UOC (Xác định ước và bội trong phép chia hết ),G6-MATH-TIM-UOC-VA (Tìm ước và bội số ),"[medium] Ký hiệu Ư(15) là tập hợp các ước của 15. Cách viết nào sau đây là đầy đủ và chính xác nhất | [easy] Trong các khẳng định sau về số 1 và số 0, khẳng định nào luôn đúng với mọi số tự nhiên n > | [easy] Để tìm các ước của số tự nhiên n (n > 1), quy trình thực hiện đúng là: | [hard] Một học sinh liệt kê tập hợp các ước của số 12 như sau: Ư(12) = {1; 2; 3; 4; 8; 12}. Bạn h | [hard] Cho n là một ước của số tự nhiên a và n cũng là một ước của số tự nhiên b. Khẳng định nào  | [medium] Cho ba số tự nhiên x, y, k đều khác 0. Nếu x = y · k thì khẳng định nào sau đây là đúng về"
T2_MID,4,G6-MATH-TINH-CHAT-CHIA,"Tính chất chia hết của một tổng TC1, TC2",B8K1,6,2,2,3,1,0,1,0,3,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",(none),"[medium] Cho ba số tự nhiên a, b và m (m ≠ 0). Biết rằng a ⋮ m và b ⋮ m. Theo tính chất chia hết củ | [medium] Cho a, b là các số tự nhiên và m ≠ 0. Nếu biết a ⋮ m và b ∤ m, khẳng định nào sau đây mô t | [easy] Theo định nghĩa về quan hệ chia hết, nếu số tự nhiên a chia hết cho số tự nhiên b (b ≠ 0)  | [easy] Biết rằng 12 ⋮ 3 và 15 ⋮ 3. Không thực hiện phép tính trừ, hãy cho biết hiệu (15 - 12) có  | [hard] Một học sinh phát biểu: ""Nếu tổng S = a + b chia hết cho m thì cả a và b bắt buộc phải cùn | [medium] Cho tổng T = a + b + c + d. Biết rằng a ⋮ m, b ⋮ m và c ⋮ m. Để tổng T KHÔNG chia hết cho "
T2_MID,4,G6-MATH-TINH-CHU-VI,Tính chu vi hình bình hành,B20K1,6,4,2,4,0,0,1,0,3,4,"G9-MATH-MO-TA-CAC-1 (Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của hình bình hành)",(none),"[medium] Để tính chu vi của một hình bình hành MNPQ, một học sinh chỉ cần biết thông tin nào sau đâ | [medium] Cho hình bình hành có độ dài hai cạnh kề lần lượt là m và n. Công thức nào sau đây đại diệ | [medium] Cho hình bình hành có độ dài hai cạnh liên tiếp lần lượt là m và n. Công thức nào sau đây  | [medium] Trong các phát biểu sau đây về chu vi hình bình hành, phát biểu nào là ĐÚNG? | [easy] Nếu một hình bình hành có độ dài hai cạnh kề bằng nhau và cùng bằng x, thì công thức tính  | [easy] Bản chất của việc tính chu vi hình bình hành có các cạnh lần lượt là a, b, a, b là gì?"
T2_MID,4,G6-MATH-XAC-DINH-UOC,Xác định ước và bội trong phép chia hết ,B8K1,6,2,1,3,2,0,2,0,2,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",G6-MATH-TIM-UOC-CUA (Tìm ước của một số ) | G6-MATH-TIM-BOI-CUA (Tìm bội của một số ) | G6-MATH-NHAN-BIET-BOI (Nhận biết bội chung và BCNN) | G9-MATH-NHAN-BIET-UOC (Nhận Biết ước chung và ƯCLN) | G6-MATH-NHAN-BIET-SO (Nhận biết số nguyên tố và hợp số),"[hard] Bạn Tròn phát biểu: ""Mọi số tự nhiên khác 0 đều là ước của chính nó và là bội của chính nó | [medium] Trong phép chia hết 15 ⋮ 3, khẳng định nào dưới đây mô tả ĐÚNG quan hệ giữa hai số? | [medium] Theo kí hiệu toán học, Ư(a) và B(b) lần lượt dùng để chỉ điều gì? | [medium] Muốn tìm các bội của một số tự nhiên khác 0 (ví dụ số 8), ta thực hiện theo cách nào dưới  | [hard] Biết x, y, z là các số tự nhiên khác 0. Nếu x là bội của y, và y là bội của z, khẳng định  | [easy] Số nào dưới đây KHÔNG thuộc tập hợp các ước của 20?"
